"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" хишв̀ыбазоП ,ьт̀яп тяседьм̀ес ― тяседьм̀ес в или";"к̀ораз";"или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших";"заро̀к";", ";"наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:13"
" ,к̀ораз хишв̀ыбазоП ,ьт̀яп тяседьм̀ес ― тяседьм̀ес в";"хищю̀ашуран";"в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к,";"наруша̀ющих";" ";"сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:14"
" хищю̀ашуран ,к̀ораз хишв̀ыбазоП ,ьт̀яп тяседьм̀ес ― тяседьм̀ес";"ов̀олс";"сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих";"сло̀во";", ";"Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:15"
" ,ов̀олс хищю̀ашуран ,к̀ораз хишв̀ыбазоП ,ьт̀яп тяседьм̀ес";"хищю̀аничаН";"сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во,";"Начина̀ющих";" ";"сно̀ва опя̀ть и опя̀ть.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:16"
" хищю̀аничаН ,ов̀олс хищю̀ашуран ,к̀ораз хишв̀ыбазоП ,ьт̀яп";"ав̀онс";"пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих";"сно̀ва";" ";"опя̀ть и опя̀ть.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:17"
" ав̀онс хищю̀аничаН ,ов̀олс хищю̀ашуран ,к̀ораз хишв̀ыбазоП";"ьт̀япо";"Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва";"опя̀ть";" ";"и опя̀ть.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:18"
" ьт̀япо ав̀онс хищю̀аничаН ,ов̀олс хищю̀ашуран ,к̀ораз";"и";"заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть";"и";" ";"опя̀ть.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:19"
" и ьт̀япо ав̀онс хищю̀аничаН ,ов̀олс хищю̀ашуран";"ьт̀япо";"наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и";"опя̀ть";".  ";"";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Я люблю̀ старико̀в, начина̀ющих сно̀ва В шестьдеся̀т или в сѐмьдесят ― сѐмьдесят пя̀ть, Позабы̀вших заро̀к, наруша̀ющих сло̀во, Начина̀ющих сно̀ва опя̀ть и опя̀ть.";"c64b6a5d3a51644e0c709e1d07b6cbd7:0:20"
"";"еН";"";"Не";" ";"зелѐным, а сѐро-седы̀м, посрамлѐнным, На";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:0"
" еН";"мын̀елез";"Не";"зелѐным";", ";"а сѐро-седы̀м, посрамлѐнным, На колѐни";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:1"
" ,мын̀елез еН";"а";"Не зелѐным,";"а";" ";"сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:2"
" а ,мын̀елез еН";"ор̀ес";"Не зелѐным, а";"сѐро";"-";"седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:3"
"-ор̀ес а ,мын̀елез еН";"м̀ыдес";"Не зелѐным, а сѐро-";"седы̀м";", ";"посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:4"
" ,м̀ыдес-ор̀ес а ,мын̀елез еН";"мынн̀елмарсоп";"Не зелѐным, а сѐро-седы̀м,";"посрамлѐнным";", ";"На колѐни поста̀вленным, сшѝбленным с но̀г";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:5"
" ,мынн̀елмарсоп ,м̀ыдес-ор̀ес а ,мын̀елез еН";"аН";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным,";"На";" ";"колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:6"
" аН ,мынн̀елмарсоп ,м̀ыдес-ор̀ес а ,мын̀елез";"ин̀елок";"зелѐным, а сѐро-седы̀м, посрамлѐнным, На";"колѐни";" ";"поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:7"
" ин̀елок аН ,мынн̀елмарсоп ,м̀ыдес-ор̀ес а";"мыннелв̀атсоп";"а сѐро-седы̀м, посрамлѐнным, На колѐни";"поста̀вленным";", ";"сшѝбленным с но̀г, Закалѐнным тоско̀й и";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:8"
" ,мыннелв̀атсоп ин̀елок аН ,мынн̀елмарсоп ,м̀ыдес-ор̀ес";"мыннелб̀ишс";"сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным,";"сшѝбленным";" ";"с но̀г, Закалѐнным тоско̀й и бедо̀й";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:9"
" мыннелб̀ишс ,мыннелв̀атсоп ин̀елок аН ,мынн̀елмарсоп ,м̀ыдес";"с";"седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным";"с";" ";"но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:10"
" с мыннелб̀ишс ,мыннелв̀атсоп ин̀елок аН ,мынн̀елмарсоп";"г̀он";"посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с";"но̀г";", ";"Закалѐнным тоско̀й и бедо̀й укреплѐнным Я";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:11"
" ,г̀он с мыннелб̀ишс ,мыннелв̀атсоп ин̀елок аН";"мынн̀елакаЗ";"На колѐни поста̀вленным, сшѝбленным с но̀г,";"Закалѐнным";" ";"тоско̀й и бедо̀й укреплѐнным Я б";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:12"
" мынн̀елакаЗ ,г̀он с мыннелб̀ишс ,мыннелв̀атсоп ин̀елок";"й̀оксот";"колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным";"тоско̀й";" ";"и бедо̀й укреплѐнным Я б охо̀тней";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:13"
" й̀оксот мынн̀елакаЗ ,г̀он с мыннелб̀ишс ,мыннелв̀атсоп";"и";"поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й";"и";" ";"бедо̀й укреплѐнным Я б охо̀тней всего̀";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:14"
" и й̀оксот мынн̀елакаЗ ,г̀он с мыннелб̀ишс";"й̀одеб";"сшѝбленным с но̀г, Закалѐнным тоско̀й и";"бедо̀й";" ";"укреплѐнным Я б охо̀тней всего̀ пособѝл";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:15"
" й̀одеб и й̀оксот мынн̀елакаЗ ,г̀он с";"мынн̀елперку";"с но̀г, Закалѐнным тоско̀й и бедо̀й";"укреплѐнным";" ";"Я б охо̀тней всего̀ пособѝл и";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:16"
" мынн̀елперку й̀одеб и й̀оксот мынн̀елакаЗ ,г̀он";"Я";"но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным";"Я";" ";"б охо̀тней всего̀ пособѝл и помо̀г.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:17"
" Я мынн̀елперку й̀одеб и й̀оксот мынн̀елакаЗ";"б";"Закалѐнным тоско̀й и бедо̀й укреплѐнным Я";"б";" ";"охо̀тней всего̀ пособѝл и помо̀г.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:18"
" б Я мынн̀елперку й̀одеб и й̀оксот";"йент̀охо";"тоско̀й и бедо̀й укреплѐнным Я б";"охо̀тней";" ";"всего̀ пособѝл и помо̀г.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:19"
" йент̀охо б Я мынн̀елперку й̀одеб и";"̀огесв";"и бедо̀й укреплѐнным Я б охо̀тней";"всего̀";" ";"пособѝл и помо̀г.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:20"
" ̀огесв йент̀охо б Я мынн̀елперку й̀одеб";"л̀ибосоп";"бедо̀й укреплѐнным Я б охо̀тней всего̀";"пособѝл";" ";"и помо̀г.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:21"
" л̀ибосоп ̀огесв йент̀охо б Я мынн̀елперку";"и";"укреплѐнным Я б охо̀тней всего̀ пособѝл";"и";" ";"помо̀г.";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:22"
" и л̀ибосоп ̀огесв йент̀охо б Я";"г̀омоп";"Я б охо̀тней всего̀ пособѝл и";"помо̀г";".  ";"";"Б. А. Слуцкий. «Я люблю стариков, начинающих снова...» (1961)";"Б. А. Слуцкий";"1919";"«Я люблю стариков, начинающих снова...»";"1961";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"2";"45";"";"";"";"Не зелѐным, а сѐро-седы̀м, посрамлѐнным, На колѐни поста̀вленным, сшѝбленным с но̀г, Закалѐнным тоско̀й и бедо̀й укреплѐнным Я б охо̀тней всего̀ пособѝл и помо̀г.";"c64b6a5d3a51644e0c709e1d07b6cbd7:1:23"
" ";"тот́Э";"";"Э́тот";" ";"ми́г пролети́т, улети́т, ускользне́т навсегда́, И";"pard61. Этот миг пролетит, улетит, ускользнет навсегда (2011)";"pard61";"";"Этот миг пролетит, улетит, ускользнет навсегда";"2011";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"8";"124";"н-уровень";"н-уровень";"большая";"Э́тот ми́г пролети́т, улети́т, ускользне́т навсегда́, И оста́нется ли́шь вспомина́емым и́зредка, стра́нным, Уходя́щим наве́к в глубину́ мои́х дне́й, в никуда́ Днем тума́нным, раста́явшей па́мятью, встре́чей нежда́нной.";"9a990de9408c6e85bfe2de0b44ed3e6f:0:0"
" тот́Э ";"ѓим";"Э́тот";"ми́г";" ";"пролети́т, улети́т, ускользне́т навсегда́, И оста́нется";"pard61. Этот миг пролетит, улетит, ускользнет навсегда (2011)";"pard61";"";"Этот миг пролетит, улетит, ускользнет навсегда";"2011";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"8";"124";"н-уровень";"н-уровень";"большая";"Э́тот ми́г пролети́т, улети́т, ускользне́т навсегда́, И оста́нется ли́шь вспомина́емым и́зредка, стра́нным, Уходя́щим наве́к в глубину́ мои́х дне́й, в никуда́ Днем тума́нным, раста́явшей па́мятью, встре́чей нежда́нной.";"9a990de9408c6e85bfe2de0b44ed3e6f:0:1"
" ѓим тот́Э ";"т́ителорп";"Э́тот ми́г";"пролети́т";", ";"улети́т, ускользне́т навсегда́, И оста́нется ли́шь";"pard61. Этот миг пролетит, улетит, ускользнет навсегда (2011)";"pard61";"";"Этот миг пролетит, улетит, ускользнет навсегда";"2011";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"8";"124";"н-уровень";"н-уровень";"большая";"Э́тот ми́г пролети́т, улети́т, ускользне́т навсегда́, И оста́нется ли́шь вспомина́емым и́зредка, стра́нным, Уходя́щим наве́к в глубину́ мои́х дне́й, в никуда́ Днем тума́нным, раста́явшей па́мятью, встре́чей нежда́нной.";"9a990de9408c6e85bfe2de0b44ed3e6f:0:2"
" ,т́ителорп ѓим тот́Э ";"т́ителу";"Э́тот ми́г пролети́т,";"улети́т";", ";"ускользне́т навсегда́, И оста́нется ли́шь вспомина́емым";"pard61. Этот миг пролетит, улетит, ускользнет навсегда (2011)";"pard61";"";"Этот миг пролетит, улетит, ускользнет навсегда";"2011";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"8";"124";"н-уровень";"н-уровень";"большая";"Э́тот ми́г пролети́т, улети́т, ускользне́т навсегда́, И оста́нется ли́шь вспомина́емым и́зредка, стра́нным, Уходя́щим наве́к в глубину́ мои́х дне́й, в никуда́ Днем тума́нным, раста́явшей па́мятью, встре́чей нежда́нной.";"9a990de9408c6e85bfe2de0b44ed3e6f:0:3"
" ,т́ителу ,т́ителорп ѓим тот́Э ";"т́ензьлоксу";"Э́тот ми́г пролети́т, улети́т,";"ускользне́т";" ";"навсегда́, И оста́нется ли́шь вспомина́емым и́зредка";"pard61. Этот миг пролетит, улетит, ускользнет навсегда (2011)";"pard61";"";"Этот миг пролетит, улетит, ускользнет навсегда";"2011";"наивная поэзия";"";"";"";"";"";"омонимия не снята";"8";"124";"н-уровень";"н-уровень";"большая";"Э́тот ми́г пролети́т, улети́т, ускользне́т навсегда́, И оста́нется ли́шь вспомина́емым и́зредка, стра́нным, Уходя́щим наве́к в глубину́ мои́х дне́й, в никуда́ Днем тума́нным, раста́явшей па́мятью, встре́чей нежда́нной.";"9a990de9408c6e85bfe2de0b44ed3e6f:0:4"
