"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
"";"В";"";"В";" ";"полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:0"
" В";"йонч̀онлоп";"В";"полно̀чной";" ";"тишѝ этот го̀лос, скрипу̀чее э̀то стило̀";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:1"
" йонч̀онлоп В";"̀ишит";"В полно̀чной";"тишѝ";" ";"этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:2"
" ̀ишит йонч̀онлоп В";"тотэ";"В полно̀чной тишѝ";"этот";" ";"го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:3"
" тотэ ̀ишит йонч̀онлоп В";"сол̀ог";"В полно̀чной тишѝ этот";"го̀лос";", ";"скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:4"
" ,сол̀ог тотэ ̀ишит йонч̀онлоп В";"ееч̀упиркс";"В полно̀чной тишѝ этот го̀лос,";"скрипу̀чее";" ";"э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:5"
" ееч̀упиркс ,сол̀ог тотэ ̀ишит йонч̀онлоп В";"от̀э";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее";"э̀то";" ";"стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:6"
" от̀э ееч̀упиркс ,сол̀ог тотэ ̀ишит йонч̀онлоп";"̀олитс";"полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то";"стило̀";", ";"нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:7"
" ,̀олитс от̀э ееч̀упиркс ,сол̀ог тотэ ̀ишит";"йинш̀едзен";"тишѝ этот го̀лос, скрипу̀чее э̀то стило̀,";"нездѐшний";", ";"коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:8"
" ,йинш̀едзен ,̀олитс от̀э ееч̀упиркс ,сол̀ог тотэ";"йывот̀ицок";"этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний,";"коцѝтовый";" ";"хо̀лод, послѐднего вздо̀ха тепло̀.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:9"
" йывот̀ицок ,йинш̀едзен ,̀олитс от̀э ееч̀упиркс ,сол̀ог";"дол̀ох";"го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый";"хо̀лод";", ";"послѐднего вздо̀ха тепло̀.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:10"
" ,дол̀ох йывот̀ицок ,йинш̀едзен ,̀олитс от̀э ееч̀упиркс";"огенд̀елсоп";"скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод,";"послѐднего";" ";"вздо̀ха тепло̀.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:11"
" огенд̀елсоп ,дол̀ох йывот̀ицок ,йинш̀едзен ,̀олитс от̀э";"ах̀одзв";"э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего";"вздо̀ха";" ";"тепло̀.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:12"
" ах̀одзв огенд̀елсоп ,дол̀ох йывот̀ицок ,йинш̀едзен ,̀олитс";"̀олпет";"стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха";"тепло̀";".  ";"";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"В полно̀чной тишѝ этот го̀лос, скрипу̀чее э̀то стило̀, нездѐшний, коцѝтовый хо̀лод, послѐднего вздо̀ха тепло̀.";"b997d9eb2b01a52bee6cf549a2c3b19a:2:13"
"";"м̀ечаЗ";"";"Зачѐм";" ";"он и ма̀нит и му̀чит, куда̀";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:0"
" м̀ечаЗ";"но";"Зачѐм";"он";" ";"и ма̀нит и му̀чит, куда̀ и";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:1"
" но м̀ечаЗ";"и";"Зачѐм он";"и";" ";"ма̀нит и му̀чит, куда̀ и кого̀";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:2"
" и но м̀ечаЗ";"тин̀ам";"Зачѐм он и";"ма̀нит";" ";"и му̀чит, куда̀ и кого̀ он";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:3"
" тин̀ам и но м̀ечаЗ";"и";"Зачѐм он и ма̀нит";"и";" ";"му̀чит, куда̀ и кого̀ он зовё̀т";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:4"
" и тин̀ам и но м̀ечаЗ";"тич̀ум";"Зачѐм он и ма̀нит и";"му̀чит";", ";"куда̀ и кого̀ он зовё̀т, секу̀нда";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:5"
" ,тич̀ум и тин̀ам и но м̀ечаЗ";"̀адук";"Зачѐм он и ма̀нит и му̀чит,";"куда̀";" ";"и кого̀ он зовё̀т, секу̀нда ― и";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:6"
" ̀адук ,тич̀ум и тин̀ам и но";"и";"он и ма̀нит и му̀чит, куда̀";"и";" ";"кого̀ он зовё̀т, секу̀нда ― и дё̀рнется";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:7"
" и ̀адук ,тич̀ум и тин̀ам и";"̀огок";"и ма̀нит и му̀чит, куда̀ и";"кого̀";" ";"он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:8"
" ̀огок и ̀адук ,тич̀ум и тин̀ам";"но";"ма̀нит и му̀чит, куда̀ и кого̀";"он";" ";"зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:9"
" но ̀огок и ̀адук ,тич̀ум и";"т̀ёвоз";"и му̀чит, куда̀ и кого̀ он";"зовё̀т";", ";"секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:10"
" ,т̀ёвоз но ̀огок и ̀адук ,тич̀ум";"адн̀укес";"му̀чит, куда̀ и кого̀ он зовё̀т,";"секу̀нда";" ― ";"и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:11"
" ― адн̀укес ,т̀ёвоз но ̀огок и ̀адук";"и";"куда̀ и кого̀ он зовё̀т, секу̀нда ―";"и";" ";"дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:12"
" и ― адн̀укес ,т̀ёвоз но ̀огок и";"ястенр̀ёд";"и кого̀ он зовё̀т, секу̀нда ― и";"дё̀рнется";" ";"клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:13"
" ястенр̀ёд и ― адн̀укес ,т̀ёвоз но ̀огок";"кич̀юлк";"кого̀ он зовё̀т, секу̀нда ― и дё̀рнется";"клю̀чик";", ";"мгновѐнье ― и ко̀нчен заво̀д.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:14"
" ,кич̀юлк ястенр̀ёд и ― адн̀укес ,т̀ёвоз но";"еьн̀евонгм";"он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик,";"мгновѐнье";" ― ";"и ко̀нчен заво̀д.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:15"
" ― еьн̀евонгм ,кич̀юлк ястенр̀ёд и ― адн̀укес ,т̀ёвоз";"и";"зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ―";"и";" ";"ко̀нчен заво̀д.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:16"
" и ― еьн̀евонгм ,кич̀юлк ястенр̀ёд и ― адн̀укес";"нечн̀ок";"секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и";"ко̀нчен";" ";"заво̀д.";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:17"
" нечн̀ок и ― еьн̀евонгм ,кич̀юлк ястенр̀ёд и";"д̀оваз";"и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен";"заво̀д";".  ";"";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"Зачѐм он и ма̀нит и му̀чит, куда̀ и кого̀ он зовё̀т, секу̀нда ― и дё̀рнется клю̀чик, мгновѐнье ― и ко̀нчен заво̀д.";"b997d9eb2b01a52bee6cf549a2c3b19a:3:18"
"";"А";"";"А";" ";"го̀лос-то длѝтся и длѝтся ― как";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"А го̀лос-то длѝтся и длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"b997d9eb2b01a52bee6cf549a2c3b19a:4:0"
" А";"сол̀ог";"А";"го̀лос";"-";"то длѝтся и длѝтся ― как лѐзвие";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"А го̀лос-то длѝтся и длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"b997d9eb2b01a52bee6cf549a2c3b19a:4:1"
"-сол̀ог А";"от";"А го̀лос-";"то";" ";"длѝтся и длѝтся ― как лѐзвие о̀н";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"А го̀лос-то длѝтся и длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"b997d9eb2b01a52bee6cf549a2c3b19a:4:2"
" от-сол̀ог А";"яст̀илд";"А го̀лос-то";"длѝтся";" ";"и длѝтся ― как лѐзвие о̀н обою̀д";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"А го̀лос-то длѝтся и длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"b997d9eb2b01a52bee6cf549a2c3b19a:4:3"
" яст̀илд от-сол̀ог А";"и";"А го̀лос-то длѝтся";"и";" ";"длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"А го̀лос-то длѝтся и длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"b997d9eb2b01a52bee6cf549a2c3b19a:4:4"
" и яст̀илд от-сол̀ог А";"яст̀илд";"А го̀лос-то длѝтся и";"длѝтся";" ― ";"как лѐзвие о̀н обою̀д - оо̀стр!";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"А го̀лос-то длѝтся и длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"b997d9eb2b01a52bee6cf549a2c3b19a:4:5"
" ― яст̀илд и яст̀илд от-сол̀ог А";"как";"А го̀лос-то длѝтся и длѝтся ―";"как";" ";"лѐзвие о̀н обою̀д - оо̀стр!";"Ю. Ф. Гуголев. Вскую и вотще : «...С тех пор и хандрю, и тоскую...» (2019-2020)";"Ю. Ф. Гуголев";"1964";"Вскую и вотще : «...С тех пор и хандрю, и тоскую...»";"2019-2020";"художественная";"";"";"";"";"";"омонимия не снята";"8";"114";"";"";"";"А го̀лос-то длѝтся и длѝтся ― как лѐзвие о̀н обою̀д - оо̀стр!";"b997d9eb2b01a52bee6cf549a2c3b19a:4:6"
